province,year,temp_AM,humid_AM,rain_AM,temp_PM,humid_PM,rain_PM,Amount_of_product_per_area
กำแพงเพชร,2011.0,39.2,45.17,5.0,39.2,45.17,5.0,13477.882427446852
กำแพงเพชร,2012.0,39.2,45.17,5.0,39.2,45.17,5.0,13579.304964151836
กำแพงเพชร,2013.0,34.38502283105023,61.67159817351597,1.9560730593607307,30.208164383561645,75.02767123287671,1.9777168949771688,13662.12601212534
กำแพงเพชร,2014.0,32.251285388127855,65.48784703196347,0.0046575342465753,25.59757762557077,86.24775114155251,0.0031506849315068,13760.538653322526
กำแพงเพชร,2015.0,32.84584795166666,51.00758539666666,0.1593304731666666,29.02697099583333,68.2136514025,0.09790123025,11169.991774958004
กำแพงเพชร,2016.0,33.04141120166667,49.364788339166665,0.1611742169166666,29.051850375,66.41821115333333,0.1114988058333333,9560.0006167207
กำแพงเพชร,2017.0,32.27189710333334,52.26630219916667,0.1966515126666666,29.022815413333333,67.38454123583334,0.1035420495,9650.003815712013
กำแพงเพชร,2018.0,31.68107167,54.69100084833334,0.05621874475,28.78687321833333,67.85020630583334,0.08079902225,11869.993798990272
กำแพงเพชร,2019.0,31.6540607925,59.81320893666666,0.0497633479999999,27.503952311666666,73.98131802416667,0.08729709225,10839.999951772714
กำแพงเพชร,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,7159.998999912493
ตาก,2011.0,30.7,65.6,0.2,30.7,65.6,0.2,9630.573248407643
ตาก,2012.0,30.7,65.6,0.2,30.7,65.6,0.2,9752.395306276241
ตาก,2013.0,30.7,65.6,0.2,30.7,65.6,0.2,9982.749440954105
ตาก,2014.0,30.7,65.6,0.2,30.7,65.6,0.2,10080.34899056508
ตาก,2015.0,30.533147610833336,58.27599446833333,0.229341309,27.231870555833336,74.50593696333333,0.5329161688333334,11140.11433502319
ตาก,2016.0,30.411744755,58.606970155,0.17740574225,26.765967683333333,74.65624958083333,0.5355666146666667,8859.780826645958
ตาก,2017.0,29.848952111666662,60.56592357333333,0.0832695070833333,26.671877720833333,75.73325732416667,0.3721945136666666,9500.29810702042
ตาก,2018.0,29.7718934275,61.29498117416667,0.0600321710833333,25.593781620833337,77.96668045333334,0.0620724082499999,11789.620290280018
ตาก,2019.0,29.595278839166667,63.51129859916667,0.0768967968333333,24.7865942025,78.34531444166667,0.0909436960833333,10780.192282365337
ตาก,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,6400.460898007731
นครสวรรค์,2011.0,28.065,87.835,8.3,28.065,87.835,8.3,13585.634343461601
นครสวรรค์,2012.0,28.065,87.83500000000001,8.299999999999999,28.065,87.83500000000001,8.299999999999999,13927.82456780788
นครสวรรค์,2013.0,28.065,87.835,8.3,28.065,87.835,8.3,13677.908923682551
นครสวรรค์,2014.0,28.065,87.835,8.3,28.065,87.835,8.3,13733.185992147544
นครสวรรค์,2015.0,32.684906336666664,57.27237396666666,0.7706387330000001,28.901617,65.91996613333333,0.4336082494166666,11110.007911568553
นครสวรรค์,2016.0,32.888098104166666,55.1565004775,0.78641812375,29.00051790333333,66.36837775083333,0.3306136223333333,8809.994457395991
นครสวรรค์,2017.0,32.470186006666665,54.7274005825,0.4965594505,28.652844529166668,67.83908463166667,0.2684586005,9350.001152903485
นครสวรรค์,2018.0,32.31451377916667,57.28426442833333,0.0480268185833333,28.583325896666665,69.43169409166667,0.0807790830833333,11829.994314147292
นครสวรรค์,2019.0,32.377065260833334,61.66351979083333,0.0463170634166666,27.81257139583333,75.51495031833333,0.0925228125,10640.005587002513
นครสวรรค์,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,6990.000549283185
น่าน,2011.0,27.04,58.225,0.0,27.04,58.225,0.0,11368.202798987251
น่าน,2012.0,27.040000000000003,58.225,0.0,27.040000000000003,58.225,0.0,11741.195119596387
น่าน,2013.0,26.914731164383564,62.46147773972604,0.0411415525114155,24.92617579908676,68.6151883561644,0.0482990867579908,11759.1688059389
น่าน,2014.0,28.03339668949772,64.0536843607306,0.0487214611872146,23.613775684931504,76.57866780821918,0.0640867579908675,11865.234886453982
น่าน,2015.0,34.766244325833334,56.777293642500005,0.05295606075,31.146729426666667,72.25436243666667,0.0965624861666666,11107.200984533765
น่าน,2016.0,36.093955515833336,52.53213703833333,1.4207273475833333,30.58642069,73.41244575500001,0.1549401340833333,9086.184218685186
น่าน,2017.0,34.7756609175,56.141929776666665,0.0936284435833333,30.753274978333334,75.6851980175,0.18903408325,9652.110233036163
น่าน,2018.0,34.57873392416666,59.44310393916667,0.077195451,30.570694614166666,73.40590676083333,0.1403398696666666,11865.990253448577
น่าน,2019.0,32.4346065075,63.66864593083333,0.0954419026666666,27.325835289166665,79.00820363166666,0.1472976839999999,10905.03667470843
น่าน,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,7052.207468667008
พะเยา,2011.0,31.262,65.18299999999999,0.0,31.262,65.18299999999999,0.0,11368.202798987251
พะเยา,2012.0,31.262,65.18299999999999,0.0,31.262,65.18299999999999,0.0,11741.195119596387
พะเยา,2013.0,29.461999543379,71.64117420091324,0.0850821917808219,27.18738150684932,79.20738310502283,0.0890182648401826,11759.1688059389
พะเยา,2014.0,29.012698630136985,69.85797168949772,0.0925662100456621,23.69560570776256,85.78837260273973,0.1101598173515981,11865.234886453982
พะเยา,2015.0,30.49336149583333,61.24076942666667,0.0795103965833333,25.18780506333333,83.3539244925,0.1649386905833333,11107.200984533765
พะเยา,2016.0,29.494279712500003,59.4551947325,0.106042167,23.88722962083333,80.40840649333333,0.1372852798333333,9086.184218685186
พะเยา,2017.0,28.958289114166664,64.96616905083333,0.1117296783333333,24.23571514083333,83.91358068083333,0.1230741400833333,9652.110233036163
พะเยา,2018.0,28.633794680833333,66.04359530333333,0.1234695878333333,23.86689831833333,84.74072775833334,0.1472827943333333,11865.990253448577
พะเยา,2019.0,29.962546200833334,61.00956108333333,0.0783605583333333,23.95545514333333,79.08110066333333,0.1141013175833333,10905.03667470843
พะเยา,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,7052.207468667008
พิจิตร,2011.0,29.9,74.0,0.0,29.9,74.0,0.0,11069.405634015558
พิจิตร,2012.0,29.9,74.0,0.0,29.9,74.0,0.0,11679.55098429551
พิจิตร,2013.0,29.9,74.0,0.0,29.9,74.0,0.0,11803.80187710808
พิจิตร,2014.0,29.9,74.0,0.0,29.9,74.0,0.0,11937.735030373156
พิจิตร,2015.0,34.49036637,55.979559235,0.02219161525,29.1076315525,68.38674116916667,0.0626461755,11250.051947636783
พิจิตร,2016.0,34.32994003333334,54.42310752666666,0.0369022838333333,28.389191980000003,69.18828958499999,0.0733660870833333,9892.86754851116
พิจิตร,2017.0,32.87475048416667,57.9369180775,0.079447382,27.97514881833333,71.3415090825,0.1385825060833333,9750.010019370784
พิจิตร,2018.0,32.4601431325,60.39135962,0.0384478433333333,27.85152675333333,73.5473017125,0.0969189986666666,11899.968659299331
พิจิตร,2019.0,32.87973522666667,61.45035592,0.0420128406666666,27.49153454583333,77.66060095416667,0.1129183230833333,11360.040265453732
พิจิตร,2020.0,31.137475052487524,61.0418878992224,0.46839369717733703,27.759919160782584,72.81994916854146,0.4882212944153525,6849.962785032817
